,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_기타상품서비스이용금액
292,56450,0,0,213860,0,7400,59400,31750,273590,0,486300,2006
293,115113,3000,289164,213420,32008,122862,180950,39800,174230,84167,295408,143027
294,74707,6717,107142,62005,3928,44158,172543,33933,63090,125000,487402,87391
295,184826,22607,208420,441866,55993,92669,41182,33520,54524,500483,339049,111229
296,88955,0,75322,73827,10843,63731,36447,39320,227969,6000,463769,99850
297,58758,135617,17267,263913,4083,73200,167322,100063,512177,731333,398617,64006
298,36470,10000,130884,430872,4200,3380,121102,39900,59996,164000,705906,32400
299,100106,0,183074,420430,0,51928,44738,30250,181670,0,697813,78954
300,135153,0,30965,296895,4578,91597,135606,6000,211192,186767,160837,53288
301,22175,10550,137000,58320,25150,7600,86825,12000,57850,0,180150,72700
302,103265,16775,4975,43293,10660,2850,25990,14500,113220,0,243303,40628
303,82356,0,6167,344687,1750,2717,60625,61693,22358,0,229393,42422
304,238471,0,59603,359967,54058,27550,85243,30163,561937,0,248012,52860
305,116725,3875,168277,45185,22300,25535,141525,0,129950,0,169925,99240
306,168379,57142,332309,139253,26492,54943,322127,27435,96832,61667,660520,157021
307,171975,1617,45317,518358,55083,68717,478027,46990,31157,509667,421729,59577
308,64528,0,81762,387915,17197,82217,195700,34933,25950,462833,376765,134227
309,91430,3977,86303,532455,23537,0,130840,4773,90750,0,408823,94714
310,21950,715000,31960,420789,28480,2000,248850,73050,67297,0,311300,100224
311,92578,2560,122551,369352,6601,34181,140583,34534,36030,0,308755,36556
312,66507,2012,19913,391171,9008,60678,37808,31698,52797,0,273736,57019
313,73408,0,6250,366633,53473,78925,64000,310583,61887,0,345780,45444
314,119466,10280,45780,360578,6116,69088,336224,27012,117958,8800,379540,167737
315,52250,29250,68320,259809,9950,90051,79050,58254,35549,0,277822,142724
316,46260,50000,167560,272555,37550,24900,33000,57463,23818,0,145800,65933
317,101806,11242,73172,28165,20216,21642,32238,0,130146,0,311654,78838
318,169127,71592,32993,49973,4070,41183,125146,1667,63477,0,351467,28463
319,209933,0,0,14420,17500,217770,21600,11890,9500,0,186400,69200
320,45633,0,28833,0,167,1000,40092,0,14400,536217,237728,35275
321,12098,97967,8500,0,3788,3550,44123,0,83900,0,180400,18567
322,50200,0,0,3300,11760,19400,54650,0,150000,0,182200,4700
323,190500,22500,0,350000,50,0,103000,10000,3000,0,340000,12000
324,186120,0,3333,513317,42627,291957,34750,75533,63417,0,124953,146647
325,106970,9000,0,168090,0,0,52475,61690,82850,0,120300,18400
326,18150,0,58300,209450,0,40200,135290,70680,38300,0,128300,132520
327,41800,0,0,836230,0,25100,59550,75184,56810,0,413790,172
328,35962,105170,18626,303542,0,159954,242620,68762,34066,0,396290,14051
329,121033,2978,285849,473160,14618,84920,177620,60077,199594,0,544638,227905
330,26330,50860,0,25810,224,2200,93571,706,114784,0,357383,16080
331,175732,0,505704,476866,34926,719790,176214,408903,397847,0,437356,262332
332,73218,0,66200,74954,6230,13600,120080,47139,157010,4000,424620,99232
333,99332,22417,108500,444605,28283,36558,63917,88961,88163,0,453110,65260
334,72340,2500,60970,419625,30000,48450,100700,80330,175977,0,317550,52900
335,10850,0,110000,362300,1000,0,73000,100800,97250,0,184000,20700
336,19260,0,6000,361090,20,228920,396700,58416,115606,0,638045,4986
337,95255,45100,168300,421318,5083,15750,164450,5460,219781,0,315375,81835
338,103585,17275,13950,481395,6200,2000,96050,36460,66500,0,355800,30495
339,82693,2700,353113,387373,33187,184393,51667,48999,33904,0,200000,370900
340,49500,85500,5650,463215,6400,103050,312795,0,166000,0,434350,27150
341,183667,166333,0,390393,8333,0,81667,0,116667,0,58833,2833
342,69720,533,72367,315090,333,0,157367,117360,636217,0,318300,29333
343,113747,156043,147498,250522,8092,15545,273862,55363,57383,0,306167,37917
344,90650,27550,14850,679260,50700,240200,306185,82705,79768,0,1101025,104887
345,68045,119750,57663,338770,32290,135000,294000,57585,173467,0,666540,58055
346,51610,8900,422800,450620,12400,109000,125150,72834,15050,0,384400,100580
347,73205,2867,136327,180377,12333,9283,140080,48452,75773,0,701923,254661
348,83775,3625,103328,547264,33155,322332,68020,66761,67462,0,261590,165809
349,129760,163060,276000,345040,59500,0,50500,40505,2485655,0,730870,37000
350,174132,27580,98888,122664,271080,98937,236060,55000,146576,56000,587880,122225
351,120058,17315,294967,379305,14590,20050,99375,53142,314630,58000,360582,18635
352,83460,6458,74074,121192,12692,13500,3253180,170830,72380,0,462896,339476
353,122134,0,71060,107024,1396,26234,181152,88387,183652,0,443564,127104
354,101140,0,329998,158195,10990,110065,1054915,72000,253026,0,636825,124675
355,26100,0,89900,113310,1200,50800,79200,80400,45750,139000,209840,25337
356,88240,54000,0,230230,168490,57500,100700,85150,539475,0,621990,499992
357,129060,30900,1406800,164070,232650,287715,1131593,63349,1934562,400000,996250,307324
358,141958,675,77265,479653,27013,8950,31220,85288,115688,0,344698,56045
359,199330,190167,51023,352620,65793,5300,38766,0,123837,0,389680,33946
360,87700,109150,365355,365575,0,6950,195000,60915,217550,0,447795,63823
361,260491,17388,11788,93495,21930,8423,173720,347140,87215,22500,631828,71731
362,88374,0,63513,329530,54813,196333,77263,50000,16877,0,168983,69797
363,162460,144583,0,355563,618,1633,56208,68190,6133,0,168433,12667
364,111910,0,111800,178470,12650,34260,28900,68995,107120,0,188110,140470
365,166283,84922,16500,136585,1083,6000,25725,106973,125400,78167,167577,11317
366,203061,9263,339892,85225,23329,66066,170708,90640,176304,0,691748,145846
367,107275,51325,30125,21510,500,550,37125,40341,25433,0,85250,24725
368,109195,0,10000,602944,1675,403015,176240,16500,40870,0,306333,51100
369,104052,15000,75750,616264,21300,46050,197600,32901,126095,0,340850,101950
370,78408,3667,37100,605177,20095,43067,61683,22000,85967,616667,244067,39747
371,100193,49733,114570,184946,279947,119250,229517,22767,399538,0,378231,88752
372,280111,0,219309,586573,36333,86362,155431,0,339974,0,874237,128845
373,134494,30366,82550,288913,211010,41164,211293,71048,488344,108000,709921,46965
374,143788,102200,166921,692990,84800,20558,105542,51749,686016,0,470347,154116
375,78980,6353,55150,187268,134960,1188443,10126,20733,68040,0,286745,183092
376,115090,0,92443,392048,7595,98172,38468,37455,14475,0,456410,78883
377,58710,12100,12000,131300,2000,28000,51600,17000,58600,0,90200,75100
378,219616,7467,26383,458935,39240,60918,138033,30555,107320,0,487130,65002
379,70470,0,15000,102490,0,0,153350,62299,195642,0,248100,154200
380,128823,1450,72483,214907,25143,70950,440037,67725,219767,0,457400,255877
381,36420,0,0,643593,5827,42127,66380,30065,50500,0,126683,112027
382,71873,4817,42439,84478,24837,34242,89183,19000,229927,118750,408360,75497
383,49515,73830,151700,81488,2975,1500,164353,128243,97770,0,576655,59591
384,55450,0,0,117960,0,40400,210340,87035,41390,0,216600,74003
385,63000,0,50000,66000,0,70000,110900,82463,2500,0,425000,102000
386,248620,30813,52931,10800,27030,340650,116553,94210,146827,0,378517,81527
387,106906,35100,26840,78138,71770,53800,80110,89311,26996,0,379040,100596
388,83350,0,10780,98702,20540,28970,103102,56796,40940,0,254780,20600
389,59841,0,165298,91576,71664,27088,86420,157076,166387,640000,462160,180759
390,153815,0,29908,503901,17427,0,35567,57154,67515,0,196333,17708
391,115697,13500,18650,138318,20383,1066715,14933,92082,95842,0,47250,22558
392,31163,0,22580,509108,50,18740,54242,40000,48250,0,536628,15164
393,134960,86188,31100,568775,31112,12167,26833,0,177192,0,254767,94716
394,37392,8750,144017,569577,2025,35667,108445,43568,153598,63333,266052,107251
395,89166,115908,50600,115452,4150,1400,157964,99302,323764,0,843098,218078
396,57740,6000,53611,590730,39360,46430,44263,80236,40017,0,445833,114930
397,35217,0,37733,496280,8467,11883,62350,157912,100683,20000,241385,52753
398,138215,37750,5548,507518,0,19100,24727,0,143700,58333,567283,9167
399,142985,43875,49000,32140,4145,9625,40343,58358,5875,0,257363,101930
400,243465,13250,69150,150953,2425,62165,135893,73803,91663,95000,286885,106468
401,112674,14522,48490,533016,13814,0,124572,89998,193440,0,602816,3090
402,136939,79752,67855,48462,60880,171913,255884,72064,456717,0,533608,273814
403,76420,0,396843,641390,30210,22000,181700,91120,159450,0,429130,96790
404,84212,45115,49013,495893,2000,750,79163,0,32975,0,376850,70515
405,58913,20725,73875,634045,12250,79305,390529,73233,79793,74750,409985,73571
406,114885,525,36450,625526,34200,83925,39200,0,28713,300000,299063,435511
407,50473,5238,67038,155120,48673,4875,92800,78093,177225,0,303638,106612
408,104269,20333,103208,256560,21024,33322,126042,105240,210446,24000,348317,73355
409,51138,0,117633,397272,22567,101450,21092,326403,12922,0,247703,108672
410,117498,6500,90578,143805,10650,125567,233434,76662,92192,0,264480,124541
411,87760,7775,2500,366188,5980,11175,275820,593184,16500,0,329400,44720
412,74488,13738,3150,337467,58,0,132850,98746,27167,0,361817,41547
413,109045,4850,27217,342490,14675,11700,55667,58846,15383,0,196367,27875
414,126415,8450,38725,333258,1425,54750,70700,73381,14250,0,374525,70955
415,128493,103150,44000,0,3167,21667,94350,458807,88230,0,123950,152606
416,60175,6750,2450,49490,29500,630800,92715,15813,45548,765000,467264,28142
417,54200,4740,0,411810,0,29700,162150,51731,63300,0,436500,46261
418,102875,5083,246865,263337,184564,82400,43508,52030,226172,70000,195300,149880
419,202814,19547,76147,37896,4432,119393,348738,55088,177293,0,494507,85217
420,103488,32633,43690,410422,22703,5833,218533,42217,494660,0,704117,30930
421,72100,99000,42900,487700,12400,0,11000,28780,444600,0,60500,3600
422,74300,208500,20000,441410,0,254910,42500,68450,89817,0,486500,2600
423,65436,0,7980,450060,3530,7960,36580,77800,50900,0,165100,31336
424,123671,3067,162477,184627,20407,386772,114733,56420,241500,0,321760,169631
425,132630,48000,3000,439610,3000,0,47700,41250,44737,0,188500,90621
426,145992,1667,130787,105285,216293,26400,127860,8747,34804,0,406625,63708
427,38607,0,75222,367695,14983,43580,44253,42761,62740,0,318883,94853
428,114142,44010,234033,75278,16680,69598,48273,102379,163229,82500,382913,182206
429,192530,8320,102668,77268,7443,45345,235796,72728,120493,125000,639517,66038
430,81097,160900,59050,87817,35967,22783,530833,176997,189807,4333,715978,184075
431,106009,2145,37900,247500,29565,22508,117620,83601,58008,0,361163,131850
432,149542,96450,203540,392690,49057,41633,181111,65157,186842,0,358263,178162
433,135019,2913,5633,484141,33810,217107,72373,45452,393396,0,305231,175666
434,64230,2600,209733,145455,469667,31000,131284,71758,168188,0,486033,112714
435,43570,78583,103945,517085,11220,34250,250470,81808,34855,0,338200,90170
436,64887,11700,32513,375607,95057,48930,92870,53650,91387,0,450800,146161
437,73018,50000,47620,358548,37390,819280,626900,62900,500078,10000,475926,115115
438,146108,77178,64855,430687,13155,29107,85563,53958,286140,0,516987,105897
439,256546,2733,96150,422040,11017,23233,47110,51317,235050,41667,231817,140766
440,70662,1200,78891,31115,500,22150,99350,1483,31583,0,274333,5000
441,155464,9970,69463,62157,35627,64695,190484,82361,446263,30000,363803,121397
442,107233,2500,406450,453234,45515,16400,113645,103545,497421,0,326813,26951
443,45053,0,250115,108392,19825,46373,119530,5000,19500,0,460850,148813
444,119378,17400,21500,119360,13685,81000,330845,127005,304135,0,705855,52981
445,33965,0,27900,350585,60520,218205,6550,54120,271935,0,342725,170304
446,6920,13500,15000,487045,42755,83550,473500,0,21000,0,107500,11500
447,3400,0,0,358670,17600,19800,111900,79100,7500,0,357400,16580
448,129820,2900,10000,328405,13388,11137,71033,14150,88058,0,160325,45390
449,88510,2517,174292,325250,1342,8800,154767,663,9517,0,479413,24328
450,94702,134953,96600,375855,16350,67202,202627,11121,276065,0,698700,272022
451,123019,30272,138300,18780,12967,37632,235238,63422,169220,146667,744720,118955
452,70243,17580,122050,329402,7183,7402,119522,66128,102700,25437,530120,14434
453,73418,0,35812,385256,4560,142000,271478,0,1041120,95000,420160,154248
454,84455,5000,124000,344670,2900,12000,114469,72750,14500,0,386500,32000
455,207410,0,14875,255020,51740,32150,160250,55365,19882,0,230045,33364
456,146570,20667,49833,298823,12717,30267,143620,73241,56085,0,292163,83393
457,53382,0,26558,418342,55562,18767,179783,92828,308809,0,293633,122866
458,165042,50793,132840,89137,6488,190028,335830,70256,22505,158333,382335,113418
459,175520,154400,18000,374280,5700,0,21700,96793,136246,0,308436,15110
460,179185,0,214198,448003,23425,100150,186013,33865,41850,0,390725,73575
461,98245,120270,105433,509670,12250,11250,142397,69100,167928,0,434625,63246
462,258110,0,71855,158450,3000,346960,97900,52448,47082,0,430741,90913
463,134608,136417,0,346505,4450,81000,120433,98455,141708,0,695700,46765
464,51787,128817,32600,357460,12350,16017,107267,55973,109432,0,410733,33434
465,46208,2000,177494,103154,17890,82388,187322,26530,54010,32000,325210,86725
466,39266,0,66411,216264,246012,188800,104399,38900,100497,0,328920,219127
467,120736,66939,120745,26438,31407,77298,47042,129695,116307,9600,362576,101845
468,63775,71038,350523,379148,26348,38135,117700,173096,129803,0,270475,43820
469,132727,12600,139058,405977,75017,70170,66327,47013,106930,200000,248320,153447
470,39217,5320,163400,467800,6140,26793,67933,82710,32663,0,296167,19245
471,113538,1233,130013,494090,57517,80800,86900,57577,235123,0,368467,272124
472,77840,16500,98253,56550,2800,1500,215113,42358,657932,0,526400,66098
473,102385,80100,14075,419260,5313,3025,82365,379660,47975,0,339250,52895
474,85185,200,67648,94462,69782,38950,48781,40350,413336,0,219667,66034
475,40150,7220,130508,99530,6180,30680,12620,33000,118590,90000,288700,89245
476,84710,0,44650,70250,0,55000,101000,42102,39010,0,159230,6900
477,71000,0,114000,90980,2500,17200,248100,51731,15950,0,176400,21497
478,126063,208500,25367,377370,59381,12243,152873,99159,26665,0,951798,78813
479,18300,18000,75300,526750,130000,0,80390,80000,852750,0,493000,0
480,64050,52250,109000,692795,75700,500000,19345000,54406,226000,0,516750,239513
481,250830,0,95200,150740,203580,183400,241100,119110,567890,0,917800,365510
482,106993,26813,66931,490673,73053,330500,173120,68870,128808,0,327637,176604
483,270170,4050,153727,510123,46072,928503,86081,43756,112699,0,393414,228190
484,93177,12783,76125,438750,26373,12067,28110,68813,44081,0,300817,44111
485,228740,9610,68338,89888,41734,88948,68096,45364,189248,910600,129834,154324
486,106382,129640,124068,363518,7618,1740,979218,53690,31368,0,394262,56158
487,135560,90120,152888,646142,51012,32456,68630,0,85746,96000,440190,41042
488,30275,145160,0,477390,2500,97285,32650,53182,427318,0,676450,302814
489,143478,7433,170911,586858,105109,431630,114083,93503,447998,220000,441391,249196
490,41443,0,11917,320587,1758,5853,22217,35698,75050,16500,369765,31015
491,22000,21050,0,364875,0,0,10000,73396,98110,0,4800,500
492,58942,61260,1720,347222,1000,37520,357300,58490,238540,0,679220,48678
493,21676,53760,50517,389764,2620,1640,152544,446534,99406,230000,452024,156163
494,106983,0,85801,54818,15198,26021,67067,23457,150138,0,317815,79142
495,158618,0,92082,40122,2375,31933,35133,0,2500,0,176200,69293
496,95335,0,136987,119270,61832,40183,35132,229176,182383,0,382620,161959
497,101312,0,238633,91206,28160,71118,233090,56283,99311,20000,271060,110033
498,243020,165700,1216420,213073,222743,16800,387775,211413,958708,0,413238,208907
499,130863,3667,85176,61733,3833,76878,58157,34732,100193,0,202973,75886
500,172280,0,23900,0,21520,8690,24800,0,38000,0,105743,47620
501,204875,0,439175,371090,68650,100802,31095,59673,104367,0,360450,244315
502,39120,41775,114123,17735,9075,0,16050,53995,10461,0,103850,17563
503,211340,153815,12000,517610,8010,0,748561,92079,15000,0,391800,19003
504,133640,122350,60741,73770,10840,205400,212380,52000,59145,135000,623325,135483
505,108850,10238,51323,189963,2125,17355,77400,935,60375,0,264960,17128
506,42248,2175,29708,80975,28242,42919,55191,0,133531,58333,257543,118696
507,45867,117000,6000,174883,667,0,180800,92405,82120,0,440467,87516
508,50687,0,67153,179763,59537,21333,46900,71667,39845,0,215683,118440
509,73533,152433,8333,281533,667,0,79733,56250,31667,0,254500,16833
510,159550,5500,42685,320265,15750,26245,94660,18950,47285,0,952200,66327
511,167940,76500,11900,330110,2300,20400,90240,39595,78400,0,365480,25571
512,164205,17060,253760,416210,1615,4450,52450,74613,90250,180000,216550,18800
513,62783,0,35333,109007,500,3333,74780,75875,157307,0,386100,13130
514,111909,16300,134242,211038,16475,25034,117355,71677,49758,0,142992,124681
515,109014,0,47880,35424,40980,21690,22020,104199,67160,0,196780,58788
516,67115,1283,109915,193375,46317,130110,206144,34923,137692,0,470963,380141
517,49290,0,72777,426267,2333,30233,45733,82313,162142,0,264778,41833
518,105660,112700,35000,81800,41300,0,101518,82870,14624,0,513500,104747
519,29626,4380,25976,467378,30358,11000,64940,44100,343900,0,196920,35919
520,231685,3900,0,78940,85,47450,660620,27500,97000,0,540400,33690
521,24750,83250,160000,38365,2275,5075,50800,56258,60865,650000,219550,33100
522,73505,23090,132517,99332,31552,88110,290882,126821,99497,0,518897,40244
523,105878,7792,62817,152690,30155,51267,212500,88837,53713,307833,174017,95537
524,77170,8455,199727,128580,33700,40780,266940,88710,49813,0,257750,78927
525,153850,7283,239254,388507,58608,27560,310393,750,113237,149167,484877,250295
526,82142,9000,353322,424516,14658,10940,187268,124333,119794,0,473040,228433
527,83964,6240,162652,69238,20740,20726,102710,3980,26400,0,194546,40794
528,102816,0,23280,289388,8730,14916,135262,52290,382600,0,216162,17940
529,60872,1920,55940,313022,81000,16272,91032,20878,53496,598000,282008,27064
530,317025,0,17403,343540,121237,41767,195156,56499,410569,0,430268,156516
531,141182,13220,100100,290108,10640,47400,195660,71835,18259,0,476120,57484
532,56123,10433,0,230567,1800,10500,149587,14850,11190,0,267533,33000
533,60442,55500,56992,441562,12737,10077,314440,57561,89637,0,244883,60144
534,220870,0,429000,553080,6000,154800,111850,44680,33500,158400,711950,260792
535,77750,6500,0,552295,0,21750,54950,71385,27500,0,616915,36521
536,106470,35400,104664,308270,8990,77800,317790,0,76000,0,765600,41376
537,124550,9990,0,352110,27760,143050,4000,21450,49300,0,167300,1500
538,165950,11400,0,327400,36050,10100,36000,41629,12500,0,130600,0
539,43008,0,77756,352386,18776,16720,268570,39323,105180,0,227556,14599
540,31417,64100,31527,491255,3263,1767,300983,105650,333012,0,438400,64598
541,55613,5000,140030,108120,124475,35650,23075,24750,44088,0,321400,44327
542,59900,0,36000,146855,750,104750,52050,25870,180500,0,264850,72665
543,121783,575,243060,109348,92013,272325,96100,298234,251327,0,247575,124921
544,123363,28093,12000,198330,7057,2333,112500,54867,94733,0,171400,76338
545,159812,15905,99053,319830,29150,1500,142800,51731,118667,0,590217,3483
546,164690,75200,45270,376720,57840,25000,169600,521499,72391,0,376800,12000
547,84340,40000,0,311210,0,0,83200,80522,32598,0,385300,0
548,170950,22775,66119,310345,17560,85680,179731,71390,102690,0,401740,166583
549,35380,0,82580,336790,5000,92000,113390,29690,31095,0,373520,114380
550,58780,0,130238,42800,4000,0,114982,37560,150200,0,577650,12600
551,168620,27000,47000,52740,0,25500,45830,0,62450,0,404200,151550
552,50595,21313,10250,480704,1273,3350,126863,101727,83190,0,1130675,43364
553,62280,22500,301000,556220,0,5700,330000,0,13000,0,363800,30419
554,120430,10000,0,164330,42300,213200,297200,62995,42426,1100000,385400,374949
555,51118,0,58183,426615,7542,20700,211767,67081,75425,0,322650,108750
556,186295,3483,29609,391327,55849,49738,67443,38984,30383,0,73992,73832
557,221990,13793,171428,65548,92935,148429,64717,54648,241097,73833,621742,200107
558,121765,105133,315293,143490,13315,411412,5740807,49466,345429,0,363253,156003
559,154213,52617,17333,421147,108770,21893,121033,70491,153183,0,636310,113161
560,96603,0,6625,106181,2950,226500,96063,32909,44359,0,197750,16148
561,43500,34167,55159,147610,38667,2493,58467,60467,117741,200000,318710,246183
562,120092,96920,59352,380040,42956,55258,132245,58618,88622,0,185556,170202
563,152910,67867,24250,335060,4033,11050,219183,152784,388589,58333,564542,40373
564,111518,1250,19621,465719,27515,7000,35337,49746,16177,2905,269677,96528
565,151100,0,559246,363900,65330,5000,12750,50101,330350,0,287900,49400
566,105290,0,2000,59217,483,4400,10667,19800,51830,0,248267,36967
567,95486,376,131554,48354,1000,56880,103480,269071,51732,148200,198000,165670
568,118820,0,3317,217255,19222,49217,99572,57251,219348,11925,285500,58763
569,84330,1160,30020,321739,3350,400,88660,48520,59480,0,216760,28290
570,52218,0,0,244741,4500,0,62025,83223,42300,0,723175,40379
571,213383,38480,18267,306043,224730,14667,99010,41649,112387,0,605358,199502
572,133572,0,39050,330738,1088,290725,72188,32998,92853,0,168821,40628
573,109207,21850,290577,123562,22107,30993,12852647,81774,63473,0,511667,207635
574,145830,52560,0,52450,0,0,32900,25000,602500,0,78000,74400
575,113830,5290,53147,168713,13100,62143,189767,85590,48937,0,635270,391207
576,464955,248750,56135,268778,28876,15833,785728,66847,82284,0,609600,253748
577,370310,0,78000,359110,21750,1750,29660,41250,300500,0,84000,42960
578,337840,0,92800,603290,20100,45200,70400,0,15210,0,228580,30923
579,316828,16033,133867,443957,5263,161737,132113,4000,279677,0,554519,136810
580,198976,663,48938,110973,113827,58625,73372,42292,76441,243333,171392,81514
581,214396,47675,96201,436642,41394,64845,284627,47071,119384,0,518131,402089
582,82097,50117,18167,450000,7617,14983,135225,35741,46748,0,238083,150142
583,76307,13933,59833,756243,2597,27140,109850,467700,136920,0,440293,313671
584,327665,8103,11600,708317,27520,51183,100900,87840,65093,0,387433,43700
585,83012,0,92650,740868,5388,64117,22847,79158,190410,0,448208,85893
586,32945,6750,13500,47640,56980,4250,145750,40308,60944,0,500900,33900
587,191744,8972,46182,563410,7473,105105,25883,58276,172402,58333,412825,63719
